id,telephone,email,devices,location,Android,Desktop,Iphone,city,name,country,first_name,last_name
0350,920-927-4758,jed.myers@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Jed,Myers
0351,676-716-9033,keaton.ortiz@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Keaton,Ortiz
0352,296-552-6256,maliha.hood@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Maliha,Hood
0353,613-385-2077,jennie.monroe@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Jennie Monroe,Canada,Jennie,Monroe
0354,901-513-9962,sharon.rojas@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Sharon,Rojas
0355,410-788-9917,dawid.lozano@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Dawid Lozano,Canada,Dawid,Lozano
0356,834-460-4855,romeo.martin@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Romeo Martin,Canada,Romeo,Martin
0357,395-769-3300,nikhil.peck@example.com,"['Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Nikhil,Peck
0358,799-609-4421,sadie.hammond@example.com,,,1.0,0.0,1.0,Barcelona,Sadie Hammond,Unknown,Sadie,Hammond
0359,233-480-8798,jayden.meyers@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Jayden,Meyers
0360,757-533-4647,judy.clayton@example.com,,,1.0,0.0,1.0,Paris,Judy Clayton,Unknown,Judy,Clayton
0361,161-534-8719,joel.baldwin@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Joel,Baldwin
0362,228-202-6360,fletcher.moreno@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Fletcher,Moreno
0363,909-218-5658,layton.suarez@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Layton,Suarez
0364,806-124-5977,markus.weaver@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Markus,Weaver
0365,641-323-9929,martina.moran@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,0.0,Toronto,Martina Moran,Canada,Martina,Moran
0366,221-138-8090,maxwell.lee@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Maxwell,Lee
0367,767-372-8468,eryn.bowers@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Eryn,Bowers
0368,918-588-9531,marie.hughes@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Marie,Hughes
0369,459-645-8476,reggie.strong@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Reggie Strong,Canada,Reggie,Strong
0370,558-608-9550,darcey.powell@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Darcey,Powell
0371,334-436-6254,ismaeel.roach@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Ismaeel,Roach
0372,537-653-7820,holly.gillespie@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Holly,Gillespie
0373,852-236-4050,robbie.paul@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Robbie,Paul
0374,549-750-2047,sara.harris@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Sara,Harris
0375,417-706-8052,brandon.rangel@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Brandon,Rangel
0376,883-302-1765,saskia.glover@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Saskia,Glover
0377,821-675-4190,phyllis.gill@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Phyllis,Gill
0378,820-164-6757,junior.mcgowan@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Junior,Mcgowan
0379,514-225-7453,leanne.cordova@example.com,,,0.0,1.0,0.0,Paris,Leanne Cordova,Unknown,Leanne,Cordova
0380,839-312-5829,james.warner@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,James Warner,Canada,James,Warner
0381,389-739-1832,elsa.hebert@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Elsa,Hebert
0382,354-295-2894,zachery.snow@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Zachery Snow,Canada,Zachery,Snow
0383,178-910-8863,owen.michael@example.com,['Iphone'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,0.0,1.0,Toronto,Owen Michael,Canada,Owen,Michael
0384,228-636-9031,fraser.hooper@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Fraser,Hooper
0385,618-239-1471,olivia.slater@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Olivia,Slater
0386,284-161-5702,gregory.mcgrath@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Gregory,Mcgrath
0387,711-621-8470,jesse.perry@example.com,"['Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Jesse,Perry
0388,532-910-6535,yousef.andrews@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Yousef,Andrews
0389,442-352-9243,levi.hoffman@example.com,"['Android', 'Iphone']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,1.0,London,Levi Hoffman,United Kingdom,Levi,Hoffman
0390,149-482-9546,camilla.wells@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,0.0,London,Camilla Wells,United Kingdom,Camilla,Wells
0391,311-460-4985,laiba.knapp@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Laiba,Knapp
0392,499-600-6164,kyle.joseph@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Kyle Joseph,Canada,Kyle,Joseph
0393,105-356-5519,timothy.jacobs@example.com,,,1.0,1.0,0.0,Barcelona,Timothy Jacobs,Unknown,Timothy,Jacobs
0394,990-686-6129,guy.osborn@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Guy,Osborn
0395,398-796-6242,maxim.romero@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Maxim,Romero
0396,853-297-6593,penny.hanson@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,0.0,Toronto,Penny Hanson,Canada,Penny,Hanson
0397,696-692-1941,zaynab.salas@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Zaynab,Salas
0398,727-289-2785,myrtle.lewis@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,1.0,London,Myrtle Lewis,United Kingdom,Myrtle,Lewis
0399,161-192-5834,nathan.pearce@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Nathan,Pearce
0400,302-863-6548,joanna.durham@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Joanna,Durham
0401,225-175-9968,gloria.quinn@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Gloria,Quinn
0402,863-714-5286,safaa.lopez@example.com,['Android'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Safaa,Lopez
0403,734-647-8275,tariq.holman@example.com,,,0.0,1.0,1.0,Paris,Tariq Holman,Unknown,Tariq,Holman
0404,736-555-3571,verity.oneal@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Verity,Oneal
0405,234-446-2115,cecily.blaese@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Cecily Blaese,Canada,Cecily,Blaese
0406,135-944-5781,gideon.perez@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Gideon Perez,Canada,Gideon,Perez
0407,406-645-2610,trinity.mora@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Trinity Mora,Canada,Trinity,Mora
0408,132-644-9432,adnan.moore@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Adnan,Moore
0409,582-306-5689,aleksander.durham@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Aleksander,Durham
0410,605-713-8734,findlay.o'quinn@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Findlay,O'Quinn
0411,382-506-1338,candice.hooper@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Candice Hooper,Canada,Candice,Hooper
0412,998-234-1057,omar.clements@example.com,,,0.0,1.0,0.0,Barcelona,Omar Clements,Unknown,Omar,Clements
0413,110-715-4620,charlotte.trevino@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Charlotte,Trevino
0414,797-300-1323,ahmed.mcpherson@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Ahmed,Mcpherson
0415,915-743-9764,christopher.pollard@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Christopher,Pollard
0416,270-914-6681,emilie.mckee@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Emilie,Mckee
0417,729-767-8923,sufyaan.gonzales@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Sufyaan,Gonzales
0418,820-881-5658,kian.stephens@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Kian,Stephens
0419,110-293-2276,celine.calderon@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Celine,Calderon
0420,918-474-3062,pablo.benton@example.com,['Android'],"{'City': 'London', 'Country': 'United Kingdom'}",1.0,0.0,0.0,London,Pablo Benton,United Kingdom,Pablo,Benton
0421,647-601-9488,juliet.gordon@example.com,['Android'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Juliet,Gordon
0422,877-977-4677,ruby.reid@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ruby,Reid
0423,790-597-2437,haaris.blevins@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Haaris,Blevins
0424,168-263-3805,carol.bean@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Carol,Bean
0425,238-215-9099,ines.davis@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ines,Davis
0426,264-895-1912,bill.chen@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,1.0,Toronto,Bill Chen,Canada,Bill,Chen
0427,722-400-6707,lola.vaughan@example.com,,,0.0,1.0,0.0,Paris,Lola Vaughan,Unknown,Lola,Vaughan
0428,904-933-1987,abi.montgomery@example.com,['Desktop'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,0.0,Montreal,Abi Montgomery,Canada,Abi,Montgomery
0429,488-247-6930,mike.hurst@example.com,"['Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,1.0,Montreal,Mike Hurst,Canada,Mike,Hurst
0430,505-476-1251,huw.pearson@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Huw,Pearson
0431,942-130-5841,alannah.vaughn@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Alannah,Vaughn
0432,943-976-4626,camilla.huff@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Camilla,Huff
0433,182-351-6749,angelo.manning@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Angelo Manning,Canada,Angelo,Manning
0434,359-874-3781,enzo.hess@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Enzo,Hess
0435,301-526-9714,jorge.hebert@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Jorge,Hebert
0436,795-682-8733,alan.burton@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Alan,Burton
0437,439-940-5960,harvey.rios@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Harvey,Rios
0438,170-517-1270,leslie.harrington@example.com,"['Android', 'Iphone']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Leslie,Harrington
0439,815-288-7354,leona.daugherty@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,1.0,Montreal,Leona Daugherty,Canada,Leona,Daugherty
0440,510-682-8416,dean.koch@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Dean,Koch
0441,934-954-3387,conrad.hanna@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Conrad,Hanna
0442,618-571-1851,lenny.hardy@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Lenny Hardy,Canada,Lenny,Hardy
0443,542-618-4471,miguel.guerrero@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Miguel,Guerrero
0444,428-919-4395,karina.mata@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Karina,Mata
0445,196-551-2162,marco.fletcher@example.com,"['Android', 'Iphone']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Marco,Fletcher
0446,189-235-8167,julius.marquez@example.com,"['Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,1.0,Montreal,Julius Marquez,Canada,Julius,Marquez
0447,528-980-5732,lucy.livingston@example.com,"['Android', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Lucy,Livingston
0448,157-518-8037,amna.garner@example.com,,,1.0,1.0,1.0,Paris,Amna Garner,Unknown,Amna,Garner
0449,209-644-4005,raja.hull@example.com,"['Android', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,1.0,0.0,Toronto,Raja Hull,Canada,Raja,Hull
0450,304-182-8487,rio.suarez@example.com,,,0.0,1.0,1.0,Paris,Rio Suarez,Unknown,Rio,Suarez
0451,153-814-9880,amie.lin@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Amie,Lin
0452,319-337-5741,iqra.kelly@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Iqra,Kelly
0453,755-593-9023,kiran.barr@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Kiran,Barr
0454,727-221-6352,zuzanna.moody@example.com,"['Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Zuzanna,Moody
0455,693-338-9657,margaret.woods@example.com,['Desktop'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Margaret,Woods
0456,151-494-2927,larry.clay@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,0.0,1.0,Montreal,Larry Clay,Canada,Larry,Clay
0457,560-197-4771,ffion.brandt@example.com,['Desktop'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Ffion,Brandt
0458,685-146-7547,taha.torres@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Taha,Torres
0459,784-605-2200,hector.lam@example.com,"['Android', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Hector,Lam
0460,429-374-1894,demi.dennis@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Demi,Dennis
0461,970-992-9362,leila.hawkins@example.com,['Iphone'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Leila,Hawkins
0462,543-252-9069,junior.schwartz@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Junior,Schwartz
0463,125-567-3504,tristan.lambert@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Tristan,Lambert
0464,769-403-7834,liliana.carpenter@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Liliana,Carpenter
0465,144-367-7871,karen.robles@example.com,,,0.0,1.0,0.0,Barcelona,Karen Robles,Unknown,Karen,Robles
0466,598-771-1224,charis.cotton@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,0.0,Toronto,Charis Cotton,Canada,Charis,Cotton
0467,845-425-4523,zubair.sheppard@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Zubair,Sheppard
0468,496-692-2413,cassie.gaines@example.com,,,0.0,1.0,1.0,Paris,Cassie Gaines,Unknown,Cassie,Gaines
0469,575-540-7871,zohaib.preston@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Zohaib,Preston
0470,440-863-6538,kyla.brennan@example.com,['Desktop'],"{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,0.0,Toronto,Kyla Brennan,Canada,Kyla,Brennan
0471,445-867-4511,amira.mueller@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Amira,Mueller
0472,584-747-3867,colby.baxter@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Colby,Baxter
0473,527-308-6637,hayden.lucas@example.com,"['Android', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",1.0,1.0,0.0,Montreal,Hayden Lucas,Canada,Hayden,Lucas
0474,894-914-4304,willard.gray@example.com,,,1.0,1.0,1.0,Paris,Willard Gray,Unknown,Willard,Gray
0475,392-864-7558,sophie.lindsey@example.com,,,0.0,1.0,0.0,Paris,Sophie Lindsey,Unknown,Sophie,Lindsey
0476,895-364-8107,sabrina.becker@example.com,['Android'],"{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,0.0,Toronto,Sabrina Becker,Canada,Sabrina,Becker
0477,304-384-6230,dillon.cisneros@example.com,,,1.0,1.0,1.0,Paris,Dillon Cisneros,Unknown,Dillon,Cisneros
0478,685-467-9906,alejandro.ali@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Alejandro,Ali
0479,298-641-6696,terence.rosales@example.com,"['Iphone', 'Desktop']","{'City': 'Toronto', 'Country': 'Canada'}",0.0,1.0,1.0,Toronto,Terence Rosales,Canada,Terence,Rosales
0480,615-102-4849,abu.miranda@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Abu,Miranda
0481,972-667-2372,sophia.randolph@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Sophia,Randolph
0482,875-486-1626,ahmad.patrick@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Ahmad Patrick,Canada,Ahmad,Patrick
0483,168-853-2168,christine.davenport@example.com,['Iphone'],"{'City': 'Montreal', 'Country': 'Canada'}",0.0,0.0,1.0,Montreal,Christine Davenport,Canada,Christine,Davenport
0484,116-274-4785,lowri.brady@example.com,"['Android', 'Iphone']","{'City': 'Toronto', 'Country': 'Canada'}",1.0,0.0,1.0,Toronto,Lowri Brady,Canada,Lowri,Brady
0485,679-244-6655,ashley.cain@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,0.0,London,Ashley Cain,United Kingdom,Ashley,Cain
0486,583-114-3994,andre.le@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Andre,Le
0487,863-265-3242,bernard.moran@example.com,['Iphone'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bernard,Moran
0488,282-249-3068,jenson.carlson@example.com,,,1.0,1.0,1.0,Paris,Jenson Carlson,Unknown,Jenson,Carlson
0489,752-472-1641,khadija.dunlap@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Khadija,Dunlap
0490,473-420-4500,rhonda.coffey@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Rhonda,Coffey
0491,364-687-4749,ehsan.anthony@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Ehsan,Anthony
0492,719-649-9057,haider.mcguire@example.com,['Desktop'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Haider,Mcguire
0493,956-324-6086,jazmine.harper@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Jazmine,Harper
0494,161-104-1451,bryan.caldwell@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bryan,Caldwell
0495,190-234-9749,sandra.bowman@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Sandra,Bowman
0496,895-850-8289,micheal.maldonado@example.com,['Desktop'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,1.0,0.0,London,Micheal Maldonado,United Kingdom,Micheal,Maldonado
0497,152-255-3479,arjun.mccarthy@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Arjun,Mccarthy
0498,117-850-3045,keisha.norris@example.com,"['Android', 'Iphone']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Keisha,Norris
0499,633-338-5745,harris.mack@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Harris,Mack
0500,425-414-7823,alexandra.young@example.com,,,1.0,1.0,0.0,Barcelona,Alexandra Young,Unknown,Alexandra,Young
0501,175-709-3929,nannie.carr@example.com,"['Android', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Nannie,Carr
0502,203-209-8114,imran.page@example.com,"['Iphone', 'Desktop']","{'City': 'Montreal', 'Country': 'Canada'}",0.0,1.0,1.0,Montreal,Imran Page,Canada,Imran,Page
0503,560-446-1279,jim.moses@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Jim Moses,United Kingdom,Jim,Moses
0504,703-497-6452,anjali.peck@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Anjali,Peck
0505,128-912-7282,bessie.conley@example.com,['Iphone'],"{'City': 'London', 'Country': 'United Kingdom'}",0.0,0.0,1.0,London,Bessie Conley,United Kingdom,Bessie,Conley
0506,705-992-3397,jude.manning@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Jude,Manning
0507,349-116-7728,bridget.oneill@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Bridget,Oneill
0508,715-588-5341,brooke.barron@example.com,['Iphone'],"{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Brooke,Barron
0509,846-508-8212,lukas.howard@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Lukas,Howard
0510,870-909-4612,kaya.jacobson@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Kaya,Jacobson
0511,305-617-1384,kitty.carroll@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Kitty,Carroll
0512,258-211-4243,khadijah.little@example.com,"['Android', 'Iphone']","{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Khadijah,Little
0513,841-963-6257,scarlett.bradley@example.com,['Iphone'],"{'City': 'San Diego', 'Country': 'USA'}",,,,,,USA,Scarlett,Bradley
0514,156-301-8459,willard.odling@example.com,"['Android', 'Desktop']","{'City': 'Chicago', 'Country': 'USA'}",,,,,,USA,Willard,Odling
0515,658-867-4112,gerald.carver@example.com,['Desktop'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Gerald,Carver
0516,336-283-3896,kate.key@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Kate,Key
0517,427-342-5497,danielle.lester@example.com,"['Android', 'Iphone']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Danielle,Lester
0518,752-347-2146,mabel.pace@example.com,"['Iphone', 'Desktop']","{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Mabel,Pace
0519,507-766-7432,eoin.fields@example.com,['Android'],"{'City': 'Los Angeles', 'Country': 'USA'}",,,,,,USA,Eoin,Fields
0520,760-481-5035,henry.holloway@example.com,['Desktop'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Henry,Holloway
0521,140-879-1467,khalid.mclaughlin@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Khalid,Mclaughlin
0522,207-890-3313,umar.guerrero@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Umar,Guerrero
0523,611-776-9890,ameera.kirby@example.com,"['Android', 'Desktop']","{'City': 'London', 'Country': 'United Kingdom'}",1.0,1.0,0.0,London,Ameera Kirby,United Kingdom,Ameera,Kirby
0524,986-281-7506,emre.everett@example.com,"['Iphone', 'Desktop']","{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Emre,Everett
0525,896-647-2628,aidan.mcmahon@example.com,"['Android', 'Iphone', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Aidan,Mcmahon
0526,114-507-5478,tara.brewer@example.com,['Iphone'],"{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Tara,Brewer
0527,624-631-4459,layton.cisneros@example.com,['Android'],"{'City': 'San Francisco', 'Country': 'USA'}",,,,,,USA,Layton,Cisneros
0528,544-944-1609,md.booker@example.com,"['Android', 'Desktop']","{'City': 'New York', 'Country': 'USA'}",,,,,,USA,Md,Booker
